t_s,point,ue_x,ue_y,z,T_C,U_mag
804.86,C,4.00,4.50,1.10,21.532,0.3897
804.86,C,4.00,4.50,1.70,20.821,0.6734
804.86,D,0.50,0.80,0.10,22.240,0.2357
804.86,D,0.50,0.80,1.10,21.979,0.1774
804.86,D,0.50,0.80,1.70,22.163,0.0626
805.75,A,4.00,2.00,0.10,22.436,0.1496
805.75,A,4.00,2.00,1.10,21.845,0.0305
805.75,A,4.00,2.00,1.70,21.892,0.1029
805.75,B,7.50,0.80,0.10,22.229,0.2350
805.75,B,7.50,0.80,1.10,21.977,0.1763
805.75,B,7.50,0.80,1.70,22.155,0.0621
805.75,C,4.00,4.50,0.10,22.131,0.2962
805.75,C,4.00,4.50,1.10,21.532,0.3899
805.75,C,4.00,4.50,1.70,20.820,0.6736
805.75,D,0.50,0.80,0.10,22.239,0.2359
805.75,D,0.50,0.80,1.10,21.978,0.1771
805.75,D,0.50,0.80,1.70,22.162,0.0622
806.63,A,4.00,2.00,0.10,22.435,0.1497
806.63,A,4.00,2.00,1.10,21.845,0.0305
806.63,A,4.00,2.00,1.70,21.892,0.1029
806.63,B,7.50,0.80,0.10,22.229,0.2349
806.63,B,7.50,0.80,1.10,21.978,0.1765
806.63,B,7.50,0.80,1.70,22.155,0.0625
806.63,C,4.00,4.50,0.10,22.131,0.2963
806.63,C,4.00,4.50,1.10,21.532,0.3899
806.63,C,4.00,4.50,1.70,20.820,0.6736
806.63,D,0.50,0.80,0.10,22.239,0.2360
806.63,D,0.50,0.80,1.10,21.977,0.1768
806.63,D,0.50,0.80,1.70,22.162,0.0618
807.52,A,4.00,2.00,0.10,22.435,0.1498
807.52,A,4.00,2.00,1.10,21.845,0.0305
807.52,A,4.00,2.00,1.70,21.892,0.1029
807.52,B,7.50,0.80,0.10,22.229,0.2349
807.52,B,7.50,0.80,1.10,21.979,0.1767
807.52,B,7.50,0.80,1.70,22.156,0.0628
807.52,C,4.00,4.50,0.10,22.130,0.2964
807.52,C,4.00,4.50,1.10,21.532,0.3899
807.52,C,4.00,4.50,1.70,20.820,0.6735
807.52,D,0.50,0.80,0.10,22.239,0.2361
807.52,D,0.50,0.80,1.10,21.975,0.1765
807.52,D,0.50,0.80,1.70,22.161,0.0615
808.40,A,4.00,2.00,0.10,22.435,0.1498
808.40,A,4.00,2.00,1.10,21.845,0.0305
808.40,A,4.00,2.00,1.70,21.892,0.1029
808.40,B,7.50,0.80,0.10,22.229,0.2348
808.40,B,7.50,0.80,1.10,21.979,0.1769
808.40,B,7.50,0.80,1.70,22.156,0.0631
808.40,C,4.00,4.50,0.10,22.130,0.2965
808.40,C,4.00,4.50,1.10,21.532,0.3898
808.40,C,4.00,4.50,1.70,20.821,0.6733
808.40,D,0.50,0.80,0.10,22.238,0.2362
808.40,D,0.50,0.80,1.10,21.974,0.1763
808.40,D,0.50,0.80,1.70,22.161,0.0612
809.29,A,4.00,2.00,0.10,22.435,0.1499
809.29,A,4.00,2.00,1.10,21.845,0.0305
809.29,A,4.00,2.00,1.70,21.892,0.1029
809.29,B,7.50,0.80,0.10,22.229,0.2348
809.29,B,7.50,0.80,1.10,21.980,0.1770
809.29,B,7.50,0.80,1.70,22.156,0.0633
809.29,C,4.00,4.50,0.10,22.129,0.2966
809.29,C,4.00,4.50,1.10,21.533,0.3897
809.29,C,4.00,4.50,1.70,20.822,0.6728
809.29,D,0.50,0.80,0.10,22.238,0.2363
809.29,D,0.50,0.80,1.10,21.974,0.1761
809.29,D,0.50,0.80,1.70,22.160,0.0610
810.18,A,4.00,2.00,0.10,22.434,0.1500
810.18,A,4.00,2.00,1.10,21.845,0.0305
810.18,A,4.00,2.00,1.70,21.892,0.1029
810.18,B,7.50,0.80,0.10,22.229,0.2348
810.18,B,7.50,0.80,1.10,21.980,0.1770
810.18,B,7.50,0.80,1.70,22.157,0.0634
810.18,C,4.00,4.50,0.10,22.129,0.2967
810.18,C,4.00,4.50,1.10,21.534,0.3895
810.18,C,4.00,4.50,1.70,20.824,0.6723
810.18,D,0.50,0.80,0.10,22.238,0.2364
810.18,D,0.50,0.80,1.10,21.973,0.1760
810.18,D,0.50,0.80,1.70,22.160,0.0608
811.06,A,4.00,2.00,0.10,22.434,0.1500
811.06,A,4.00,2.00,1.10,21.845,0.0306
811.06,A,4.00,2.00,1.70,21.892,0.1028
811.06,B,7.50,0.80,0.10,22.229,0.2348
811.06,B,7.50,0.80,1.10,21.980,0.1770
811.06,B,7.50,0.80,1.70,22.157,0.0635
811.06,C,4.00,4.50,0.10,22.128,0.2968
811.06,C,4.00,4.50,1.10,21.534,0.3893
811.06,C,4.00,4.50,1.70,20.826,0.6716
811.06,D,0.50,0.80,0.10,22.238,0.2364
811.06,D,0.50,0.80,1.10,21.972,0.1760
811.06,D,0.50,0.80,1.70,22.159,0.0607
811.95,A,4.00,2.00,0.10,22.434,0.1501
811.95,A,4.00,2.00,1.10,21.845,0.0306
811.95,A,4.00,2.00,1.70,21.892,0.1028
811.95,B,7.50,0.80,0.10,22.229,0.2348
811.95,B,7.50,0.80,1.10,21.980,0.1769
811.95,B,7.50,0.80,1.70,22.157,0.0635
811.95,C,4.00,4.50,0.10,22.128,0.2968
811.95,C,4.00,4.50,1.10,21.536,0.3890
811.95,C,4.00,4.50,1.70,20.828,0.6708
811.95,D,0.50,0.80,0.10,22.237,0.2364
811.95,D,0.50,0.80,1.10,21.972,0.1760
811.95,D,0.50,0.80,1.70,22.159,0.0606
812.84,A,4.00,2.00,0.10,22.434,0.1501
812.84,A,4.00,2.00,1.10,21.845,0.0306
812.84,A,4.00,2.00,1.70,21.891,0.1028
812.84,B,7.50,0.80,0.10,22.229,0.2348
812.84,B,7.50,0.80,1.10,21.980,0.1768
812.84,B,7.50,0.80,1.70,22.157,0.0634
812.84,C,4.00,4.50,0.10,22.127,0.2968
812.84,C,4.00,4.50,1.10,21.537,0.3887
812.84,C,4.00,4.50,1.70,20.830,0.6698
812.84,D,0.50,0.80,0.10,22.237,0.2364
812.84,D,0.50,0.80,1.10,21.972,0.1761
812.84,D,0.50,0.80,1.70,22.159,0.0606
813.72,A,4.00,2.00,0.10,22.434,0.1502
813.72,A,4.00,2.00,1.10,21.845,0.0306
813.72,A,4.00,2.00,1.70,21.891,0.1027
813.72,B,7.50,0.80,0.10,22.229,0.2349
813.72,B,7.50,0.80,1.10,21.979,0.1766
813.72,B,7.50,0.80,1.70,22.157,0.0633
813.72,C,4.00,4.50,0.10,22.127,0.2969
813.72,C,4.00,4.50,1.10,21.538,0.3883
813.72,C,4.00,4.50,1.70,20.833,0.6688
813.72,D,0.50,0.80,0.10,22.237,0.2364
813.72,D,0.50,0.80,1.10,21.972,0.1762
813.72,D,0.50,0.80,1.70,22.158,0.0606
814.61,A,4.00,2.00,0.10,22.433,0.1502
814.61,A,4.00,2.00,1.10,21.845,0.0306
814.61,A,4.00,2.00,1.70,21.891,0.1027
814.61,B,7.50,0.80,0.10,22.229,0.2349
814.61,B,7.50,0.80,1.10,21.979,0.1763
814.61,B,7.50,0.80,1.70,22.157,0.0632
814.61,C,4.00,4.50,0.10,22.127,0.2969
814.61,C,4.00,4.50,1.10,21.539,0.3879
814.61,C,4.00,4.50,1.70,20.836,0.6678
814.61,D,0.50,0.80,0.10,22.237,0.2364
814.61,D,0.50,0.80,1.10,21.972,0.1764
814.61,D,0.50,0.80,1.70,22.158,0.0607
815.50,A,4.00,2.00,0.10,22.433,0.1503
815.50,A,4.00,2.00,1.10,21.844,0.0306
815.50,A,4.00,2.00,1.70,21.891,0.1027
815.50,B,7.50,0.80,0.10,22.228,0.2350
815.50,B,7.50,0.80,1.10,21.978,0.1761
815.50,B,7.50,0.80,1.70,22.157,0.0629
815.50,C,4.00,4.50,0.10,22.127,0.2969
815.50,C,4.00,4.50,1.10,21.541,0.3875
815.50,C,4.00,4.50,1.70,20.838,0.6667
815.50,D,0.50,0.80,0.10,22.237,0.2364
815.50,D,0.50,0.80,1.10,21.973,0.1765
815.50,D,0.50,0.80,1.70,22.158,0.0608
816.38,A,4.00,2.00,0.10,22.433,0.1503
816.38,A,4.00,2.00,1.10,21.844,0.0306
816.38,A,4.00,2.00,1.70,21.891,0.1026
816.38,B,7.50,0.80,0.10,22.228,0.2351
816.38,B,7.50,0.80,1.10,21.977,0.1758
816.38,B,7.50,0.80,1.70,22.157,0.0627
816.38,C,4.00,4.50,0.10,22.127,0.2969
816.38,C,4.00,4.50,1.10,21.542,0.3870
816.38,C,4.00,4.50,1.70,20.841,0.6657
816.38,D,0.50,0.80,0.10,22.237,0.2364
816.38,D,0.50,0.80,1.10,21.973,0.1767
816.38,D,0.50,0.80,1.70,22.158,0.0610
817.27,A,4.00,2.00,0.10,22.433,0.1503
817.27,A,4.00,2.00,1.10,21.844,0.0306
817.27,A,4.00,2.00,1.70,21.891,0.1026
817.27,B,7.50,0.80,0.10,22.227,0.2351
817.27,B,7.50,0.80,1.10,21.976,0.1755
817.27,B,7.50,0.80,1.70,22.157,0.0624
817.27,C,4.00,4.50,0.10,22.127,0.2968
817.27,C,4.00,4.50,1.10,21.544,0.3866
817.27,C,4.00,4.50,1.70,20.844,0.6646
817.27,D,0.50,0.80,0.10,22.237,0.2364
817.27,D,0.50,0.80,1.10,21.974,0.1769
817.27,D,0.50,0.80,1.70,22.158,0.0611
818.16,A,4.00,2.00,0.10,22.433,0.1503
818.16,A,4.00,2.00,1.10,21.844,0.0306
818.16,A,4.00,2.00,1.70,21.891,0.1026
818.16,B,7.50,0.80,0.10,22.227,0.2352
818.16,B,7.50,0.80,1.10,21.974,0.1752
818.16,B,7.50,0.80,1.70,22.156,0.0622
818.16,C,4.00,4.50,0.10,22.127,0.2968
818.16,C,4.00,4.50,1.10,21.545,0.3862
818.16,C,4.00,4.50,1.70,20.847,0.6636
818.16,D,0.50,0.80,0.10,22.237,0.2364
818.16,D,0.50,0.80,1.10,21.974,0.1771
818.16,D,0.50,0.80,1.70,22.158,0.0613
819.04,A,4.00,2.00,0.10,22.433,0.1503
819.04,A,4.00,2.00,1.10,21.844,0.0306
819.04,A,4.00,2.00,1.70,21.890,0.1025
819.04,B,7.50,0.80,0.10,22.226,0.2352
819.04,B,7.50,0.80,1.10,21.973,0.1748
819.04,B,7.50,0.80,1.70,22.156,0.0619
819.04,C,4.00,4.50,0.10,22.127,0.2967
819.04,C,4.00,4.50,1.10,21.546,0.3858
819.04,C,4.00,4.50,1.70,20.849,0.6627
819.04,D,0.50,0.80,0.10,22.237,0.2364
819.04,D,0.50,0.80,1.10,21.975,0.1773
819.04,D,0.50,0.80,1.70,22.158,0.0614
819.93,A,4.00,2.00,0.10,22.433,0.1503
819.93,A,4.00,2.00,1.10,21.844,0.0306
819.93,A,4.00,2.00,1.70,21.890,0.1025
819.93,B,7.50,0.80,0.10,22.226,0.2352
819.93,B,7.50,0.80,1.10,21.972,0.1746
819.93,B,7.50,0.80,1.70,22.155,0.0616
819.93,C,4.00,4.50,0.10,22.127,0.2966
819.93,C,4.00,4.50,1.10,21.548,0.3854
819.93,C,4.00,4.50,1.70,20.851,0.6619
819.93,D,0.50,0.80,0.10,22.238,0.2364
819.93,D,0.50,0.80,1.10,21.975,0.1775
819.93,D,0.50,0.80,1.70,22.158,0.0615
820.82,A,4.00,2.00,0.10,22.433,0.1503
820.82,A,4.00,2.00,1.10,21.844,0.0306
820.82,A,4.00,2.00,1.70,21.890,0.1025
820.82,B,7.50,0.80,0.10,22.225,0.2352
820.82,B,7.50,0.80,1.10,21.971,0.1743
820.82,B,7.50,0.80,1.70,22.155,0.0614
820.82,C,4.00,4.50,0.10,22.127,0.2965
820.82,C,4.00,4.50,1.10,21.549,0.3850
820.82,C,4.00,4.50,1.70,20.853,0.6612
820.82,D,0.50,0.80,0.10,22.238,0.2365
820.82,D,0.50,0.80,1.10,21.976,0.1776
820.82,D,0.50,0.80,1.70,22.159,0.0616
821.70,A,4.00,2.00,0.10,22.433,0.1503
821.70,A,4.00,2.00,1.10,21.844,0.0306
821.70,A,4.00,2.00,1.70,21.890,0.1024
821.70,B,7.50,0.80,0.10,22.224,0.2352
821.70,B,7.50,0.80,1.10,21.970,0.1741
821.70,B,7.50,0.80,1.70,22.154,0.0612
821.70,C,4.00,4.50,0.10,22.127,0.2964
821.70,C,4.00,4.50,1.10,21.550,0.3847
821.70,C,4.00,4.50,1.70,20.854,0.6607
821.70,D,0.50,0.80,0.10,22.238,0.2365
821.70,D,0.50,0.80,1.10,21.976,0.1777
821.70,D,0.50,0.80,1.70,22.159,0.0617
822.59,A,4.00,2.00,0.10,22.433,0.1503
822.59,A,4.00,2.00,1.10,21.844,0.0306
822.59,A,4.00,2.00,1.70,21.890,0.1024
822.59,B,7.50,0.80,0.10,22.224,0.2352
822.59,B,7.50,0.80,1.10,21.969,0.1739
822.59,B,7.50,0.80,1.70,22.154,0.0611
822.59,C,4.00,4.50,0.10,22.127,0.2963
822.59,C,4.00,4.50,1.10,21.551,0.3845
822.59,C,4.00,4.50,1.70,20.855,0.6604
822.59,D,0.50,0.80,0.10,22.239,0.2366
822.59,D,0.50,0.80,1.10,21.976,0.1777
822.59,D,0.50,0.80,1.70,22.159,0.0617
823.48,A,4.00,2.00,0.10,22.432,0.1502
823.48,A,4.00,2.00,1.10,21.844,0.0306
823.48,A,4.00,2.00,1.70,21.890,0.1024
823.48,B,7.50,0.80,0.10,22.223,0.2351
823.48,B,7.50,0.80,1.10,21.968,0.1739
823.48,B,7.50,0.80,1.70,22.153,0.0610
823.48,C,4.00,4.50,0.10,22.128,0.2961
823.48,C,4.00,4.50,1.10,21.552,0.3843
823.48,C,4.00,4.50,1.70,20.856,0.6602
823.48,D,0.50,0.80,0.10,22.239,0.2367
823.48,D,0.50,0.80,1.10,21.976,0.1777
823.48,D,0.50,0.80,1.70,22.159,0.0617
824.36,A,4.00,2.00,0.10,22.432,0.1502
824.36,A,4.00,2.00,1.10,21.844,0.0306
824.36,A,4.00,2.00,1.70,21.890,0.1024
824.36,B,7.50,0.80,0.10,22.222,0.2350
824.36,B,7.50,0.80,1.10,21.968,0.1738
824.36,B,7.50,0.80,1.70,22.153,0.0610
824.36,C,4.00,4.50,0.10,22.128,0.2960
824.36,C,4.00,4.50,1.10,21.552,0.3841
824.36,C,4.00,4.50,1.70,20.855,0.6602
824.36,D,0.50,0.80,0.10,22.239,0.2368
824.36,D,0.50,0.80,1.10,21.976,0.1776
824.36,D,0.50,0.80,1.70,22.160,0.0616
825.25,A,4.00,2.00,0.10,22.432,0.1501
825.25,A,4.00,2.00,1.10,21.843,0.0306
825.25,A,4.00,2.00,1.70,21.890,0.1024
825.25,B,7.50,0.80,0.10,22.222,0.2349
825.25,B,7.50,0.80,1.10,21.967,0.1739
825.25,B,7.50,0.80,1.70,22.152,0.0611
825.25,C,4.00,4.50,0.10,22.128,0.2958
825.25,C,4.00,4.50,1.10,21.553,0.3840
825.25,C,4.00,4.50,1.70,20.855,0.6604
825.25,D,0.50,0.80,0.10,22.240,0.2369
825.25,D,0.50,0.80,1.10,21.976,0.1775
825.25,D,0.50,0.80,1.70,22.160,0.0615
826.13,A,4.00,2.00,0.10,22.432,0.1500
826.13,A,4.00,2.00,1.10,21.843,0.0306
826.13,A,4.00,2.00,1.70,21.890,0.1023
826.13,B,7.50,0.80,0.10,22.221,0.2347
826.13,B,7.50,0.80,1.10,21.967,0.1741
826.13,B,7.50,0.80,1.70,22.152,0.0612
826.13,C,4.00,4.50,0.10,22.129,0.2957
826.13,C,4.00,4.50,1.10,21.553,0.3840
826.13,C,4.00,4.50,1.70,20.854,0.6608
826.13,D,0.50,0.80,0.10,22.240,0.2371
826.13,D,0.50,0.80,1.10,21.976,0.1773
826.13,D,0.50,0.80,1.70,22.160,0.0613
827.02,A,4.00,2.00,0.10,22.432,0.1500
827.02,A,4.00,2.00,1.10,21.843,0.0306
827.02,A,4.00,2.00,1.70,21.890,0.1023
827.02,B,7.50,0.80,0.10,22.220,0.2345
827.02,B,7.50,0.80,1.10,21.968,0.1743
827.02,B,7.50,0.80,1.70,22.151,0.0614
827.02,C,4.00,4.50,0.10,22.129,0.2955
827.02,C,4.00,4.50,1.10,21.553,0.3841
827.02,C,4.00,4.50,1.70,20.853,0.6612
827.02,D,0.50,0.80,0.10,22.240,0.2373
827.02,D,0.50,0.80,1.10,21.975,0.1770
827.02,D,0.50,0.80,1.70,22.160,0.0610
827.91,A,4.00,2.00,0.10,22.432,0.1499
827.91,A,4.00,2.00,1.10,21.843,0.0306
827.91,A,4.00,2.00,1.70,21.890,0.1023
827.91,B,7.50,0.80,0.10,22.220,0.2343
827.91,B,7.50,0.80,1.10,21.968,0.1746
827.91,B,7.50,0.80,1.70,22.151,0.0617
827.91,C,4.00,4.50,0.10,22.129,0.2954
827.91,C,4.00,4.50,1.10,21.552,0.3842
827.91,C,4.00,4.50,1.70,20.851,0.6618
827.91,D,0.50,0.80,0.10,22.240,0.2375
827.91,D,0.50,0.80,1.10,21.974,0.1767
827.91,D,0.50,0.80,1.70,22.160,0.0607
828.79,A,4.00,2.00,0.10,22.432,0.1498
828.79,A,4.00,2.00,1.10,21.843,0.0307
828.79,A,4.00,2.00,1.70,21.890,0.1023
828.79,B,7.50,0.80,0.10,22.219,0.2341
828.79,B,7.50,0.80,1.10,21.969,0.1750
828.79,B,7.50,0.80,1.70,22.151,0.0621
828.79,C,4.00,4.50,0.10,22.129,0.2953
828.79,C,4.00,4.50,1.10,21.552,0.3843
828.79,C,4.00,4.50,1.70,20.849,0.6625
828.79,D,0.50,0.80,0.10,22.241,0.2377
828.79,D,0.50,0.80,1.10,21.973,0.1763
828.79,D,0.50,0.80,1.70,22.160,0.0603
829.68,A,4.00,2.00,0.10,22.432,0.1497
829.68,A,4.00,2.00,1.10,21.843,0.0307
829.68,A,4.00,2.00,1.70,21.890,0.1023
829.68,B,7.50,0.80,0.10,22.219,0.2339
829.68,B,7.50,0.80,1.10,21.970,0.1755
829.68,B,7.50,0.80,1.70,22.151,0.0625
829.68,C,4.00,4.50,0.10,22.129,0.2953
829.68,C,4.00,4.50,1.10,21.552,0.3845
829.68,C,4.00,4.50,1.70,20.847,0.6633
829.68,D,0.50,0.80,0.10,22.241,0.2379
829.68,D,0.50,0.80,1.10,21.972,0.1758
829.68,D,0.50,0.80,1.70,22.160,0.0599
830.57,A,4.00,2.00,0.10,22.432,0.1496
830.57,A,4.00,2.00,1.10,21.843,0.0307
830.57,A,4.00,2.00,1.70,21.889,0.1023
830.57,B,7.50,0.80,0.10,22.219,0.2337
830.57,B,7.50,0.80,1.10,21.972,0.1760
830.57,B,7.50,0.80,1.70,22.151,0.0631
830.57,C,4.00,4.50,0.10,22.129,0.2952
830.57,C,4.00,4.50,1.10,21.551,0.3847
830.57,C,4.00,4.50,1.70,20.845,0.6641
830.57,D,0.50,0.80,0.10,22.241,0.2381
830.57,D,0.50,0.80,1.10,21.971,0.1753
830.57,D,0.50,0.80,1.70,22.160,0.0594
831.45,A,4.00,2.00,0.10,22.431,0.1495
831.45,A,4.00,2.00,1.10,21.843,0.0307
831.45,A,4.00,2.00,1.70,21.889,0.1023
831.45,B,7.50,0.80,0.10,22.219,0.2334
831.45,B,7.50,0.80,1.10,21.973,0.1766
831.45,B,7.50,0.80,1.70,22.151,0.0637
831.45,C,4.00,4.50,0.10,22.129,0.2952
831.45,C,4.00,4.50,1.10,21.551,0.3849
831.45,C,4.00,4.50,1.70,20.843,0.6649
831.45,D,0.50,0.80,0.10,22.240,0.2384
831.45,D,0.50,0.80,1.10,21.969,0.1747
831.45,D,0.50,0.80,1.70,22.159,0.0589
832.34,A,4.00,2.00,0.10,22.431,0.1495
832.34,A,4.00,2.00,1.10,21.843,0.0307
832.34,A,4.00,2.00,1.70,21.889,0.1024
832.34,B,7.50,0.80,0.10,22.219,0.2332
832.34,B,7.50,0.80,1.10,21.975,0.1772
832.34,B,7.50,0.80,1.70,22.151,0.0643
832.34,C,4.00,4.50,0.10,22.129,0.2951
832.34,C,4.00,4.50,1.10,21.550,0.3851
832.34,C,4.00,4.50,1.70,20.840,0.6658
832.34,D,0.50,0.80,0.10,22.240,0.2386
832.34,D,0.50,0.80,1.10,21.967,0.1741
832.34,D,0.50,0.80,1.70,22.159,0.0584
833.23,A,4.00,2.00,0.10,22.431,0.1494
833.23,A,4.00,2.00,1.10,21.843,0.0307
833.23,A,4.00,2.00,1.70,21.889,0.1024
833.23,B,7.50,0.80,0.10,22.219,0.2329
833.23,B,7.50,0.80,1.10,21.977,0.1778
833.23,B,7.50,0.80,1.70,22.151,0.0650
833.23,C,4.00,4.50,0.10,22.129,0.2951
833.23,C,4.00,4.50,1.10,21.550,0.3853
833.23,C,4.00,4.50,1.70,20.838,0.6665
833.23,D,0.50,0.80,0.10,22.240,0.2388
833.23,D,0.50,0.80,1.10,21.966,0.1735
833.23,D,0.50,0.80,1.70,22.159,0.0578
834.11,A,4.00,2.00,0.10,22.431,0.1493
834.11,A,4.00,2.00,1.10,21.843,0.0307
834.11,A,4.00,2.00,1.70,21.889,0.1024
834.11,B,7.50,0.80,0.10,22.219,0.2327
834.11,B,7.50,0.80,1.10,21.979,0.1784
834.11,B,7.50,0.80,1.70,22.152,0.0657
834.11,C,4.00,4.50,0.10,22.128,0.2951
834.11,C,4.00,4.50,1.10,21.549,0.3855
834.11,C,4.00,4.50,1.70,20.837,0.6672
834.11,D,0.50,0.80,0.10,22.239,0.2391
834.11,D,0.50,0.80,1.10,21.964,0.1728
834.11,D,0.50,0.80,1.70,22.158,0.0573
835.00,A,4.00,2.00,0.10,22.430,0.1492
835.00,A,4.00,2.00,1.10,21.843,0.0307
835.00,A,4.00,2.00,1.70,21.889,0.1023
835.00,B,7.50,0.80,0.10,22.219,0.2325
835.00,B,7.50,0.80,1.10,21.981,0.1790
835.00,B,7.50,0.80,1.70,22.152,0.0664
835.00,C,4.00,4.50,0.10,22.128,0.2950
835.00,C,4.00,4.50,1.10,21.549,0.3856
835.00,C,4.00,4.50,1.70,20.835,0.6678
835.00,D,0.50,0.80,0.10,22.239,0.2393
835.00,D,0.50,0.80,1.10,21.962,0.1722
835.00,D,0.50,0.80,1.70,22.158,0.0568
835.89,A,4.00,2.00,0.10,22.430,0.1492
835.89,A,4.00,2.00,1.10,21.843,0.0308
835.89,A,4.00,2.00,1.70,21.889,0.1023
835.89,B,7.50,0.80,0.10,22.220,0.2323
835.89,B,7.50,0.80,1.10,21.983,0.1795
835.89,B,7.50,0.80,1.70,22.153,0.0671
835.89,C,4.00,4.50,0.10,22.128,0.2950
835.89,C,4.00,4.50,1.10,21.549,0.3857
835.89,C,4.00,4.50,1.70,20.834,0.6682
835.89,D,0.50,0.80,0.10,22.238,0.2395
835.89,D,0.50,0.80,1.10,21.960,0.1715
835.89,D,0.50,0.80,1.70,22.157,0.0562
836.77,A,4.00,2.00,0.10,22.430,0.1491
836.77,A,4.00,2.00,1.10,21.843,0.0308
836.77,A,4.00,2.00,1.70,21.889,0.1023
836.77,B,7.50,0.80,0.10,22.220,0.2322
836.77,B,7.50,0.80,1.10,21.985,0.1800
836.77,B,7.50,0.80,1.70,22.154,0.0678
836.77,C,4.00,4.50,0.10,22.128,0.2951
836.77,C,4.00,4.50,1.10,21.549,0.3857
836.77,C,4.00,4.50,1.70,20.833,0.6685
836.77,D,0.50,0.80,0.10,22.238,0.2397
836.77,D,0.50,0.80,1.10,21.958,0.1709
836.77,D,0.50,0.80,1.70,22.156,0.0557
837.66,A,4.00,2.00,0.10,22.429,0.1491
837.66,A,4.00,2.00,1.10,21.843,0.0308
837.66,A,4.00,2.00,1.70,21.889,0.1023
837.66,B,7.50,0.80,0.10,22.221,0.2321
837.66,B,7.50,0.80,1.10,21.987,0.1804
837.66,B,7.50,0.80,1.70,22.155,0.0685
837.66,C,4.00,4.50,0.10,22.127,0.2951
837.66,C,4.00,4.50,1.10,21.550,0.3856
837.66,C,4.00,4.50,1.70,20.833,0.6686
837.66,D,0.50,0.80,0.10,22.237,0.2398
837.66,D,0.50,0.80,1.10,21.956,0.1703
837.66,D,0.50,0.80,1.70,22.156,0.0553
838.55,A,4.00,2.00,0.10,22.429,0.1490
838.55,A,4.00,2.00,1.10,21.843,0.0308
838.55,A,4.00,2.00,1.70,21.889,0.1023
838.55,B,7.50,0.80,0.10,22.222,0.2320
838.55,B,7.50,0.80,1.10,21.988,0.1808
838.55,B,7.50,0.80,1.70,22.155,0.0691
838.55,C,4.00,4.50,0.10,22.127,0.2952
838.55,C,4.00,4.50,1.10,21.550,0.3855
838.55,C,4.00,4.50,1.70,20.833,0.6685
838.55,D,0.50,0.80,0.10,22.236,0.2399
838.55,D,0.50,0.80,1.10,21.955,0.1698
838.55,D,0.50,0.80,1.70,22.155,0.0549
839.43,A,4.00,2.00,0.10,22.429,0.1490
839.43,A,4.00,2.00,1.10,21.843,0.0308
839.43,A,4.00,2.00,1.70,21.889,0.1023
839.43,B,7.50,0.80,0.10,22.222,0.2319
839.43,B,7.50,0.80,1.10,21.989,0.1811
839.43,B,7.50,0.80,1.70,22.156,0.0697
839.43,C,4.00,4.50,0.10,22.126,0.2954
839.43,C,4.00,4.50,1.10,21.551,0.3853
839.43,C,4.00,4.50,1.70,20.834,0.6683
839.43,D,0.50,0.80,0.10,22.235,0.2400
839.43,D,0.50,0.80,1.10,21.953,0.1694
839.43,D,0.50,0.80,1.70,22.154,0.0545
840.32,A,4.00,2.00,0.10,22.429,0.1490
840.32,A,4.00,2.00,1.10,21.842,0.0308
840.32,A,4.00,2.00,1.70,21.889,0.1022
840.32,B,7.50,0.80,0.10,22.223,0.2319
840.32,B,7.50,0.80,1.10,21.991,0.1814
840.32,B,7.50,0.80,1.70,22.157,0.0701
840.32,C,4.00,4.50,0.10,22.126,0.2955
840.32,C,4.00,4.50,1.10,21.552,0.3851
840.32,C,4.00,4.50,1.70,20.835,0.6678
840.32,D,0.50,0.80,0.10,22.235,0.2401
840.32,D,0.50,0.80,1.10,21.952,0.1690
840.32,D,0.50,0.80,1.70,22.153,0.0542
841.21,A,4.00,2.00,0.10,22.428,0.1490
841.21,A,4.00,2.00,1.10,21.842,0.0308
841.21,A,4.00,2.00,1.70,21.888,0.1022
841.21,B,7.50,0.80,0.10,22.224,0.2319
841.21,B,7.50,0.80,1.10,21.991,0.1815
841.21,B,7.50,0.80,1.70,22.158,0.0705
841.21,C,4.00,4.50,0.10,22.125,0.2956
841.21,C,4.00,4.50,1.10,21.553,0.3848
841.21,C,4.00,4.50,1.70,20.837,0.6672
841.21,D,0.50,0.80,0.10,22.234,0.2401
841.21,D,0.50,0.80,1.10,21.950,0.1687
841.21,D,0.50,0.80,1.70,22.153,0.0539
842.09,A,4.00,2.00,0.10,22.428,0.1489
842.09,A,4.00,2.00,1.10,21.842,0.0308
842.09,A,4.00,2.00,1.70,21.888,0.1021
842.09,B,7.50,0.80,0.10,22.225,0.2320
842.09,B,7.50,0.80,1.10,21.992,0.1817
842.09,B,7.50,0.80,1.70,22.159,0.0707
842.09,C,4.00,4.50,0.10,22.125,0.2957
842.09,C,4.00,4.50,1.10,21.554,0.3844
842.09,C,4.00,4.50,1.70,20.839,0.6663
842.09,D,0.50,0.80,0.10,22.233,0.2400
842.09,D,0.50,0.80,1.10,21.949,0.1685
842.09,D,0.50,0.80,1.70,22.152,0.0538
842.98,A,4.00,2.00,0.10,22.428,0.1489
842.98,A,4.00,2.00,1.10,21.842,0.0308
842.98,A,4.00,2.00,1.70,21.888,0.1021
842.98,B,7.50,0.80,0.10,22.225,0.2320
842.98,B,7.50,0.80,1.10,21.992,0.1817
842.98,B,7.50,0.80,1.70,22.159,0.0708
842.98,C,4.00,4.50,0.10,22.125,0.2959
842.98,C,4.00,4.50,1.10,21.556,0.3839
