t_s,point,ue_x,ue_y,z,T_C,U_mag
301.42,C,4.00,4.50,1.10,22.045,0.3795
301.42,C,4.00,4.50,1.70,21.317,0.6588
301.42,D,0.50,0.80,0.10,22.761,0.2612
301.42,D,0.50,0.80,1.10,22.675,0.1637
301.42,D,0.50,0.80,1.70,23.163,0.0929
302.31,A,4.00,2.00,0.10,23.196,0.1103
302.31,A,4.00,2.00,1.10,22.598,0.0547
302.31,A,4.00,2.00,1.70,22.569,0.1222
302.31,B,7.50,0.80,0.10,22.752,0.2606
302.31,B,7.50,0.80,1.10,22.657,0.1633
302.31,B,7.50,0.80,1.70,23.130,0.0934
302.31,C,4.00,4.50,0.10,22.754,0.2944
302.31,C,4.00,4.50,1.10,22.049,0.3791
302.31,C,4.00,4.50,1.70,21.311,0.6588
302.31,D,0.50,0.80,0.10,22.752,0.2606
302.31,D,0.50,0.80,1.10,22.657,0.1633
302.31,D,0.50,0.80,1.70,23.130,0.0934
303.19,A,4.00,2.00,0.10,23.195,0.1115
303.19,A,4.00,2.00,1.10,22.599,0.0570
303.19,A,4.00,2.00,1.70,22.572,0.1250
303.19,B,7.50,0.80,0.10,22.742,0.2599
303.19,B,7.50,0.80,1.10,22.640,0.1633
303.19,B,7.50,0.80,1.70,23.096,0.0932
303.19,C,4.00,4.50,0.10,22.750,0.2964
303.19,C,4.00,4.50,1.10,22.052,0.3788
303.19,C,4.00,4.50,1.70,21.306,0.6588
303.19,D,0.50,0.80,0.10,22.742,0.2599
303.19,D,0.50,0.80,1.10,22.640,0.1632
303.19,D,0.50,0.80,1.70,23.096,0.0932
304.08,A,4.00,2.00,0.10,23.193,0.1128
304.08,A,4.00,2.00,1.10,22.600,0.0593
304.08,A,4.00,2.00,1.70,22.575,0.1278
304.08,B,7.50,0.80,0.10,22.734,0.2591
304.08,B,7.50,0.80,1.10,22.623,0.1634
304.08,B,7.50,0.80,1.70,23.061,0.0924
304.08,C,4.00,4.50,0.10,22.747,0.2981
304.08,C,4.00,4.50,1.10,22.055,0.3787
304.08,C,4.00,4.50,1.70,21.301,0.6588
304.08,D,0.50,0.80,0.10,22.734,0.2591
304.08,D,0.50,0.80,1.10,22.623,0.1634
304.08,D,0.50,0.80,1.70,23.061,0.0924
304.96,A,4.00,2.00,0.10,23.191,0.1141
304.96,A,4.00,2.00,1.10,22.601,0.0615
304.96,A,4.00,2.00,1.70,22.578,0.1306
304.96,B,7.50,0.80,0.10,22.727,0.2581
304.96,B,7.50,0.80,1.10,22.608,0.1637
304.96,B,7.50,0.80,1.70,23.025,0.0912
304.96,C,4.00,4.50,0.10,22.744,0.2996
304.96,C,4.00,4.50,1.10,22.057,0.3786
304.96,C,4.00,4.50,1.70,21.296,0.6586
304.96,D,0.50,0.80,0.10,22.727,0.2581
304.96,D,0.50,0.80,1.10,22.608,0.1637
304.96,D,0.50,0.80,1.70,23.025,0.0912
305.85,A,4.00,2.00,0.10,23.189,0.1156
305.85,A,4.00,2.00,1.10,22.602,0.0635
305.85,A,4.00,2.00,1.70,22.581,0.1334
305.85,B,7.50,0.80,0.10,22.720,0.2571
305.85,B,7.50,0.80,1.10,22.593,0.1643
305.85,B,7.50,0.80,1.70,22.990,0.0898
305.85,C,4.00,4.50,0.10,22.741,0.3007
305.85,C,4.00,4.50,1.10,22.059,0.3785
305.85,C,4.00,4.50,1.70,21.291,0.6584
305.85,D,0.50,0.80,0.10,22.720,0.2571
305.85,D,0.50,0.80,1.10,22.593,0.1643
305.85,D,0.50,0.80,1.70,22.990,0.0898
306.74,A,4.00,2.00,0.10,23.186,0.1171
306.74,A,4.00,2.00,1.10,22.602,0.0655
306.74,A,4.00,2.00,1.70,22.584,0.1360
306.74,B,7.50,0.80,0.10,22.715,0.2561
306.74,B,7.50,0.80,1.10,22.579,0.1650
306.74,B,7.50,0.80,1.70,22.956,0.0883
306.74,C,4.00,4.50,0.10,22.737,0.3017
306.74,C,4.00,4.50,1.10,22.060,0.3785
306.74,C,4.00,4.50,1.70,21.287,0.6581
306.74,D,0.50,0.80,0.10,22.715,0.2561
306.74,D,0.50,0.80,1.10,22.579,0.1650
306.74,D,0.50,0.80,1.70,22.956,0.0882
307.62,A,4.00,2.00,0.10,23.183,0.1186
307.62,A,4.00,2.00,1.10,22.603,0.0673
307.62,A,4.00,2.00,1.70,22.587,0.1385
307.62,B,7.50,0.80,0.10,22.710,0.2550
307.62,B,7.50,0.80,1.10,22.566,0.1659
307.62,B,7.50,0.80,1.70,22.923,0.0867
307.62,C,4.00,4.50,0.10,22.734,0.3024
307.62,C,4.00,4.50,1.10,22.062,0.3785
307.62,C,4.00,4.50,1.70,21.283,0.6577
307.62,D,0.50,0.80,0.10,22.710,0.2550
307.62,D,0.50,0.80,1.10,22.566,0.1659
307.62,D,0.50,0.80,1.70,22.923,0.0867
308.51,A,4.00,2.00,0.10,23.180,0.1202
308.51,A,4.00,2.00,1.10,22.602,0.0689
308.51,A,4.00,2.00,1.70,22.589,0.1407
308.51,B,7.50,0.80,0.10,22.707,0.2540
308.51,B,7.50,0.80,1.10,22.553,0.1669
308.51,B,7.50,0.80,1.70,22.892,0.0851
308.51,C,4.00,4.50,0.10,22.731,0.3029
308.51,C,4.00,4.50,1.10,22.064,0.3784
308.51,C,4.00,4.50,1.70,21.279,0.6574
308.51,D,0.50,0.80,0.10,22.707,0.2540
308.51,D,0.50,0.80,1.10,22.553,0.1669
308.51,D,0.50,0.80,1.70,22.892,0.0851
309.40,A,4.00,2.00,0.10,23.177,0.1217
309.40,A,4.00,2.00,1.10,22.602,0.0704
309.40,A,4.00,2.00,1.70,22.590,0.1427
309.40,B,7.50,0.80,0.10,22.704,0.2530
309.40,B,7.50,0.80,1.10,22.542,0.1680
309.40,B,7.50,0.80,1.70,22.863,0.0833
309.40,C,4.00,4.50,0.10,22.728,0.3033
309.40,C,4.00,4.50,1.10,22.066,0.3783
309.40,C,4.00,4.50,1.70,21.275,0.6570
309.40,D,0.50,0.80,0.10,22.704,0.2530
309.40,D,0.50,0.80,1.10,22.542,0.1680
309.40,D,0.50,0.80,1.70,22.863,0.0833
310.28,A,4.00,2.00,0.10,23.173,0.1233
310.28,A,4.00,2.00,1.10,22.600,0.0717
310.28,A,4.00,2.00,1.70,22.591,0.1444
310.28,B,7.50,0.80,0.10,22.702,0.2522
310.28,B,7.50,0.80,1.10,22.531,0.1690
310.28,B,7.50,0.80,1.70,22.837,0.0816
310.28,C,4.00,4.50,0.10,22.725,0.3035
310.28,C,4.00,4.50,1.10,22.068,0.3782
310.28,C,4.00,4.50,1.70,21.272,0.6565
310.28,D,0.50,0.80,0.10,22.702,0.2522
310.28,D,0.50,0.80,1.10,22.531,0.1690
310.28,D,0.50,0.80,1.70,22.837,0.0815
311.17,A,4.00,2.00,0.10,23.169,0.1248
311.17,A,4.00,2.00,1.10,22.599,0.0728
311.17,A,4.00,2.00,1.70,22.592,0.1458
311.17,B,7.50,0.80,0.10,22.701,0.2514
311.17,B,7.50,0.80,1.10,22.521,0.1700
311.17,B,7.50,0.80,1.70,22.812,0.0797
311.17,C,4.00,4.50,0.10,22.722,0.3036
311.17,C,4.00,4.50,1.10,22.070,0.3781
311.17,C,4.00,4.50,1.70,21.269,0.6561
311.17,D,0.50,0.80,0.10,22.701,0.2514
311.17,D,0.50,0.80,1.10,22.521,0.1700
311.17,D,0.50,0.80,1.70,22.812,0.0796
312.06,A,4.00,2.00,0.10,23.165,0.1263
312.06,A,4.00,2.00,1.10,22.597,0.0738
312.06,A,4.00,2.00,1.70,22.592,0.1469
312.06,B,7.50,0.80,0.10,22.701,0.2507
312.06,B,7.50,0.80,1.10,22.511,0.1707
312.06,B,7.50,0.80,1.70,22.790,0.0776
312.06,C,4.00,4.50,0.10,22.719,0.3037
312.06,C,4.00,4.50,1.10,22.072,0.3779
312.06,C,4.00,4.50,1.70,21.266,0.6557
312.06,D,0.50,0.80,0.10,22.701,0.2507
312.06,D,0.50,0.80,1.10,22.511,0.1707
312.06,D,0.50,0.80,1.70,22.790,0.0776
312.94,A,4.00,2.00,0.10,23.160,0.1278
312.94,A,4.00,2.00,1.10,22.594,0.0746
312.94,A,4.00,2.00,1.70,22.591,0.1478
312.94,B,7.50,0.80,0.10,22.702,0.2501
312.94,B,7.50,0.80,1.10,22.502,0.1712
312.94,B,7.50,0.80,1.70,22.769,0.0754
312.94,C,4.00,4.50,0.10,22.716,0.3037
312.94,C,4.00,4.50,1.10,22.074,0.3778
312.94,C,4.00,4.50,1.70,21.264,0.6554
312.94,D,0.50,0.80,0.10,22.702,0.2501
312.94,D,0.50,0.80,1.10,22.502,0.1712
312.94,D,0.50,0.80,1.70,22.769,0.0753
313.83,A,4.00,2.00,0.10,23.155,0.1293
313.83,A,4.00,2.00,1.10,22.591,0.0752
313.83,A,4.00,2.00,1.70,22.590,0.1483
313.83,B,7.50,0.80,0.10,22.704,0.2496
313.83,B,7.50,0.80,1.10,22.493,0.1713
313.83,B,7.50,0.80,1.70,22.751,0.0730
313.83,C,4.00,4.50,0.10,22.713,0.3037
313.83,C,4.00,4.50,1.10,22.076,0.3777
313.83,C,4.00,4.50,1.70,21.262,0.6550
313.83,D,0.50,0.80,0.10,22.704,0.2496
313.83,D,0.50,0.80,1.10,22.493,0.1713
313.83,D,0.50,0.80,1.70,22.751,0.0730
314.72,A,4.00,2.00,0.10,23.150,0.1307
314.72,A,4.00,2.00,1.10,22.588,0.0757
314.72,A,4.00,2.00,1.70,22.588,0.1487
314.72,B,7.50,0.80,0.10,22.706,0.2493
314.72,B,7.50,0.80,1.10,22.485,0.1711
314.72,B,7.50,0.80,1.70,22.735,0.0704
314.72,C,4.00,4.50,0.10,22.710,0.3036
314.72,C,4.00,4.50,1.10,22.077,0.3777
314.72,C,4.00,4.50,1.70,21.260,0.6548
314.72,D,0.50,0.80,0.10,22.706,0.2493
314.72,D,0.50,0.80,1.10,22.485,0.1710
314.72,D,0.50,0.80,1.70,22.735,0.0704
315.60,A,4.00,2.00,0.10,23.145,0.1321
315.60,A,4.00,2.00,1.10,22.584,0.0761
315.60,A,4.00,2.00,1.70,22.586,0.1488
315.60,B,7.50,0.80,0.10,22.709,0.2491
315.60,B,7.50,0.80,1.10,22.478,0.1704
315.60,B,7.50,0.80,1.70,22.720,0.0677
315.60,C,4.00,4.50,0.10,22.707,0.3036
315.60,C,4.00,4.50,1.10,22.079,0.3777
315.60,C,4.00,4.50,1.70,21.258,0.6546
315.60,D,0.50,0.80,0.10,22.709,0.2491
315.60,D,0.50,0.80,1.10,22.478,0.1703
315.60,D,0.50,0.80,1.70,22.720,0.0676
316.49,A,4.00,2.00,0.10,23.139,0.1334
316.49,A,4.00,2.00,1.10,22.580,0.0763
316.49,A,4.00,2.00,1.70,22.583,0.1488
316.49,B,7.50,0.80,0.10,22.713,0.2491
316.49,B,7.50,0.80,1.10,22.471,0.1692
316.49,B,7.50,0.80,1.70,22.708,0.0648
316.49,C,4.00,4.50,0.10,22.705,0.3035
316.49,C,4.00,4.50,1.10,22.080,0.3779
316.49,C,4.00,4.50,1.70,21.257,0.6545
316.49,D,0.50,0.80,0.10,22.713,0.2491
316.49,D,0.50,0.80,1.10,22.471,0.1692
316.49,D,0.50,0.80,1.70,22.708,0.0648
317.38,A,4.00,2.00,0.10,23.134,0.1347
317.38,A,4.00,2.00,1.10,22.576,0.0764
317.38,A,4.00,2.00,1.70,22.580,0.1486
317.38,B,7.50,0.80,0.10,22.717,0.2492
317.38,B,7.50,0.80,1.10,22.465,0.1677
317.38,B,7.50,0.80,1.70,22.697,0.0620
317.38,C,4.00,4.50,0.10,22.702,0.3035
317.38,C,4.00,4.50,1.10,22.080,0.3782
317.38,C,4.00,4.50,1.70,21.256,0.6545
317.38,D,0.50,0.80,0.10,22.717,0.2493
317.38,D,0.50,0.80,1.10,22.465,0.1677
317.38,D,0.50,0.80,1.70,22.697,0.0620
318.26,A,4.00,2.00,0.10,23.128,0.1359
318.26,A,4.00,2.00,1.10,22.572,0.0764
318.26,A,4.00,2.00,1.70,22.577,0.1482
318.26,B,7.50,0.80,0.10,22.722,0.2496
318.26,B,7.50,0.80,1.10,22.459,0.1658
318.26,B,7.50,0.80,1.70,22.688,0.0591
318.26,C,4.00,4.50,0.10,22.700,0.3035
318.26,C,4.00,4.50,1.10,22.080,0.3786
318.26,C,4.00,4.50,1.70,21.254,0.6545
318.26,D,0.50,0.80,0.10,22.722,0.2496
318.26,D,0.50,0.80,1.10,22.459,0.1658
318.26,D,0.50,0.80,1.70,22.688,0.0591
319.15,A,4.00,2.00,0.10,23.122,0.1371
319.15,A,4.00,2.00,1.10,22.567,0.0764
319.15,A,4.00,2.00,1.70,22.574,0.1478
319.15,B,7.50,0.80,0.10,22.727,0.2501
319.15,B,7.50,0.80,1.10,22.454,0.1636
319.15,B,7.50,0.80,1.70,22.681,0.0563
319.15,C,4.00,4.50,0.10,22.698,0.3035
319.15,C,4.00,4.50,1.10,22.079,0.3792
319.15,C,4.00,4.50,1.70,21.253,0.6547
319.15,D,0.50,0.80,0.10,22.727,0.2501
319.15,D,0.50,0.80,1.10,22.454,0.1636
319.15,D,0.50,0.80,1.70,22.681,0.0563
320.04,A,4.00,2.00,0.10,23.116,0.1382
320.04,A,4.00,2.00,1.10,22.562,0.0763
320.04,A,4.00,2.00,1.70,22.570,0.1474
320.04,B,7.50,0.80,0.10,22.732,0.2508
320.04,B,7.50,0.80,1.10,22.449,0.1611
320.04,B,7.50,0.80,1.70,22.674,0.0536
320.04,C,4.00,4.50,0.10,22.695,0.3036
320.04,C,4.00,4.50,1.10,22.077,0.3800
320.04,C,4.00,4.50,1.70,21.252,0.6549
320.04,D,0.50,0.80,0.10,22.732,0.2508
320.04,D,0.50,0.80,1.10,22.449,0.1611
320.04,D,0.50,0.80,1.70,22.674,0.0535
320.92,A,4.00,2.00,0.10,23.110,0.1393
320.92,A,4.00,2.00,1.10,22.558,0.0762
320.92,A,4.00,2.00,1.70,22.566,0.1469
320.92,B,7.50,0.80,0.10,22.737,0.2518
320.92,B,7.50,0.80,1.10,22.444,0.1584
320.92,B,7.50,0.80,1.70,22.669,0.0509
320.92,C,4.00,4.50,0.10,22.693,0.3036
320.92,C,4.00,4.50,1.10,22.075,0.3810
320.92,C,4.00,4.50,1.70,21.252,0.6552
320.92,D,0.50,0.80,0.10,22.737,0.2518
320.92,D,0.50,0.80,1.10,22.444,0.1584
320.92,D,0.50,0.80,1.70,22.669,0.0509
321.81,A,4.00,2.00,0.10,23.104,0.1403
321.81,A,4.00,2.00,1.10,22.553,0.0761
321.81,A,4.00,2.00,1.70,22.562,0.1465
321.81,B,7.50,0.80,0.10,22.742,0.2529
321.81,B,7.50,0.80,1.10,22.440,0.1556
321.81,B,7.50,0.80,1.70,22.665,0.0485
321.81,C,4.00,4.50,0.10,22.691,0.3037
321.81,C,4.00,4.50,1.10,22.072,0.3820
321.81,C,4.00,4.50,1.70,21.251,0.6555
321.81,D,0.50,0.80,0.10,22.742,0.2529
321.81,D,0.50,0.80,1.10,22.440,0.1555
321.81,D,0.50,0.80,1.70,22.665,0.0485
322.69,A,4.00,2.00,0.10,23.097,0.1413
322.69,A,4.00,2.00,1.10,22.548,0.0759
322.69,A,4.00,2.00,1.70,22.558,0.1460
322.69,B,7.50,0.80,0.10,22.745,0.2541
322.69,B,7.50,0.80,1.10,22.436,0.1526
322.69,B,7.50,0.80,1.70,22.662,0.0462
322.69,C,4.00,4.50,0.10,22.689,0.3038
322.69,C,4.00,4.50,1.10,22.069,0.3832
322.69,C,4.00,4.50,1.70,21.250,0.6558
322.69,D,0.50,0.80,0.10,22.745,0.2541
322.69,D,0.50,0.80,1.10,22.436,0.1526
322.69,D,0.50,0.80,1.70,22.662,0.0461
323.58,A,4.00,2.00,0.10,23.091,0.1422
323.58,A,4.00,2.00,1.10,22.543,0.0757
323.58,A,4.00,2.00,1.70,22.554,0.1456
323.58,B,7.50,0.80,0.10,22.748,0.2555
323.58,B,7.50,0.80,1.10,22.431,0.1496
323.58,B,7.50,0.80,1.70,22.660,0.0440
323.58,C,4.00,4.50,0.10,22.688,0.3038
323.58,C,4.00,4.50,1.10,22.065,0.3845
323.58,C,4.00,4.50,1.70,21.248,0.6561
323.58,D,0.50,0.80,0.10,22.748,0.2555
323.58,D,0.50,0.80,1.10,22.431,0.1496
323.58,D,0.50,0.80,1.70,22.659,0.0440
324.47,A,4.00,2.00,0.10,23.084,0.1431
324.47,A,4.00,2.00,1.10,22.539,0.0756
324.47,A,4.00,2.00,1.70,22.550,0.1453
324.47,B,7.50,0.80,0.10,22.750,0.2571
324.47,B,7.50,0.80,1.10,22.428,0.1466
324.47,B,7.50,0.80,1.70,22.658,0.0420
324.47,C,4.00,4.50,0.10,22.686,0.3039
324.47,C,4.00,4.50,1.10,22.060,0.3859
324.47,C,4.00,4.50,1.70,21.247,0.6565
324.47,D,0.50,0.80,0.10,22.750,0.2571
324.47,D,0.50,0.80,1.10,22.428,0.1466
324.47,D,0.50,0.80,1.70,22.658,0.0420
325.36,A,4.00,2.00,0.10,23.078,0.1440
325.36,A,4.00,2.00,1.10,22.534,0.0754
325.36,A,4.00,2.00,1.70,22.545,0.1450
325.36,B,7.50,0.80,0.10,22.751,0.2589
325.36,B,7.50,0.80,1.10,22.424,0.1437
325.36,B,7.50,0.80,1.70,22.656,0.0402
325.36,C,4.00,4.50,0.10,22.684,0.3039
325.36,C,4.00,4.50,1.10,22.056,0.3872
325.36,C,4.00,4.50,1.70,21.246,0.6568
325.36,D,0.50,0.80,0.10,22.751,0.2589
325.36,D,0.50,0.80,1.10,22.424,0.1437
325.36,D,0.50,0.80,1.70,22.656,0.0402
326.24,A,4.00,2.00,0.10,23.071,0.1448
326.24,A,4.00,2.00,1.10,22.530,0.0753
326.24,A,4.00,2.00,1.70,22.541,0.1447
326.24,B,7.50,0.80,0.10,22.752,0.2609
326.24,B,7.50,0.80,1.10,22.420,0.1408
326.24,B,7.50,0.80,1.70,22.655,0.0384
326.24,C,4.00,4.50,0.10,22.682,0.3039
326.24,C,4.00,4.50,1.10,22.051,0.3886
326.24,C,4.00,4.50,1.70,21.244,0.6571
326.24,D,0.50,0.80,0.10,22.752,0.2610
326.24,D,0.50,0.80,1.10,22.420,0.1408
326.24,D,0.50,0.80,1.70,22.655,0.0384
327.13,A,4.00,2.00,0.10,23.064,0.1455
327.13,A,4.00,2.00,1.10,22.525,0.0752
327.13,A,4.00,2.00,1.70,22.536,0.1445
327.13,B,7.50,0.80,0.10,22.751,0.2632
327.13,B,7.50,0.80,1.10,22.416,0.1380
327.13,B,7.50,0.80,1.70,22.655,0.0367
327.13,C,4.00,4.50,0.10,22.680,0.3038
327.13,C,4.00,4.50,1.10,22.046,0.3899
327.13,C,4.00,4.50,1.70,21.243,0.6575
327.13,D,0.50,0.80,0.10,22.751,0.2632
327.13,D,0.50,0.80,1.10,22.416,0.1380
327.13,D,0.50,0.80,1.70,22.655,0.0367
328.01,A,4.00,2.00,0.10,23.057,0.1462
328.01,A,4.00,2.00,1.10,22.520,0.0750
328.01,A,4.00,2.00,1.70,22.532,0.1444
328.01,B,7.50,0.80,0.10,22.750,0.2657
328.01,B,7.50,0.80,1.10,22.413,0.1353
328.01,B,7.50,0.80,1.70,22.654,0.0351
328.01,C,4.00,4.50,0.10,22.678,0.3037
328.01,C,4.00,4.50,1.10,22.041,0.3911
328.01,C,4.00,4.50,1.70,21.241,0.6578
328.01,D,0.50,0.80,0.10,22.750,0.2657
328.01,D,0.50,0.80,1.10,22.413,0.1352
328.01,D,0.50,0.80,1.70,22.654,0.0351
328.90,A,4.00,2.00,0.10,23.050,0.1468
328.90,A,4.00,2.00,1.10,22.516,0.0749
328.90,A,4.00,2.00,1.70,22.527,0.1444
328.90,B,7.50,0.80,0.10,22.747,0.2682
328.90,B,7.50,0.80,1.10,22.409,0.1326
328.90,B,7.50,0.80,1.70,22.654,0.0335
328.90,C,4.00,4.50,0.10,22.675,0.3035
328.90,C,4.00,4.50,1.10,22.036,0.3922
328.90,C,4.00,4.50,1.70,21.239,0.6581
328.90,D,0.50,0.80,0.10,22.747,0.2682
328.90,D,0.50,0.80,1.10,22.409,0.1326
328.90,D,0.50,0.80,1.70,22.654,0.0335
329.79,A,4.00,2.00,0.10,23.043,0.1473
329.79,A,4.00,2.00,1.10,22.512,0.0748
329.79,A,4.00,2.00,1.70,22.522,0.1444
329.79,B,7.50,0.80,0.10,22.743,0.2706
329.79,B,7.50,0.80,1.10,22.405,0.1301
329.79,B,7.50,0.80,1.70,22.653,0.0319
329.79,C,4.00,4.50,0.10,22.673,0.3033
329.79,C,4.00,4.50,1.10,22.031,0.3933
329.79,C,4.00,4.50,1.70,21.237,0.6585
329.79,D,0.50,0.80,0.10,22.743,0.2706
329.79,D,0.50,0.80,1.10,22.405,0.1301
329.79,D,0.50,0.80,1.70,22.653,0.0319
330.67,A,4.00,2.00,0.10,23.036,0.1477
330.67,A,4.00,2.00,1.10,22.508,0.0747
330.67,A,4.00,2.00,1.70,22.518,0.1446
330.67,B,7.50,0.80,0.10,22.737,0.2730
330.67,B,7.50,0.80,1.10,22.400,0.1277
330.67,B,7.50,0.80,1.70,22.652,0.0304
330.67,C,4.00,4.50,0.10,22.671,0.3031
330.67,C,4.00,4.50,1.10,22.026,0.3942
330.67,C,4.00,4.50,1.70,21.234,0.6589
330.67,D,0.50,0.80,0.10,22.737,0.2730
330.67,D,0.50,0.80,1.10,22.400,0.1277
330.67,D,0.50,0.80,1.70,22.652,0.0304
331.56,A,4.00,2.00,0.10,23.030,0.1480
331.56,A,4.00,2.00,1.10,22.504,0.0746
331.56,A,4.00,2.00,1.70,22.513,0.1448
331.56,B,7.50,0.80,0.10,22.731,0.2752
331.56,B,7.50,0.80,1.10,22.396,0.1255
331.56,B,7.50,0.80,1.70,22.652,0.0288
331.56,C,4.00,4.50,0.10,22.668,0.3029
331.56,C,4.00,4.50,1.10,22.022,0.3950
331.56,C,4.00,4.50,1.70,21.232,0.6593
331.56,D,0.50,0.80,0.10,22.731,0.2752
331.56,D,0.50,0.80,1.10,22.396,0.1255
331.56,D,0.50,0.80,1.70,22.652,0.0288
332.45,A,4.00,2.00,0.10,23.023,0.1482
332.45,A,4.00,2.00,1.10,22.500,0.0746
332.45,A,4.00,2.00,1.70,22.508,0.1451
332.45,B,7.50,0.80,0.10,22.725,0.2773
332.45,B,7.50,0.80,1.10,22.391,0.1234
332.45,B,7.50,0.80,1.70,22.651,0.0274
332.45,C,4.00,4.50,0.10,22.666,0.3026
332.45,C,4.00,4.50,1.10,22.018,0.3958
332.45,C,4.00,4.50,1.70,21.229,0.6597
332.45,D,0.50,0.80,0.10,22.725,0.2773
332.45,D,0.50,0.80,1.10,22.391,0.1234
332.45,D,0.50,0.80,1.70,22.651,0.0274
333.33,A,4.00,2.00,0.10,23.016,0.1482
333.33,A,4.00,2.00,1.10,22.496,0.0745
333.33,A,4.00,2.00,1.70,22.503,0.1454
333.33,B,7.50,0.80,0.10,22.721,0.2792
333.33,B,7.50,0.80,1.10,22.387,0.1215
333.33,B,7.50,0.80,1.70,22.650,0.0260
333.33,C,4.00,4.50,0.10,22.663,0.3024
333.33,C,4.00,4.50,1.10,22.014,0.3964
333.33,C,4.00,4.50,1.70,21.226,0.6602
333.33,D,0.50,0.80,0.10,22.721,0.2792
333.33,D,0.50,0.80,1.10,22.387,0.1215
333.33,D,0.50,0.80,1.70,22.650,0.0260
334.22,A,4.00,2.00,0.10,23.010,0.1482
334.22,A,4.00,2.00,1.10,22.492,0.0744
334.22,A,4.00,2.00,1.70,22.499,0.1459
334.22,B,7.50,0.80,0.10,22.717,0.2810
334.22,B,7.50,0.80,1.10,22.382,0.1198
334.22,B,7.50,0.80,1.70,22.649,0.0247
334.22,C,4.00,4.50,0.10,22.660,0.3022
334.22,C,4.00,4.50,1.10,22.011,0.3969
334.22,C,4.00,4.50,1.70,21.223,0.6608
334.22,D,0.50,0.80,0.10,22.717,0.2810
334.22,D,0.50,0.80,1.10,22.382,0.1198
334.22,D,0.50,0.80,1.70,22.649,0.0247
335.11,A,4.00,2.00,0.10,23.004,0.1480
335.11,A,4.00,2.00,1.10,22.489,0.0743
335.11,A,4.00,2.00,1.70,22.494,0.1465
335.11,B,7.50,0.80,0.10,22.712,0.2826
335.11,B,7.50,0.80,1.10,22.379,0.1184
335.11,B,7.50,0.80,1.70,22.647,0.0235
335.11,C,4.00,4.50,0.10,22.657,0.3020
335.11,C,4.00,4.50,1.10,22.008,0.3973
335.11,C,4.00,4.50,1.70,21.220,0.6614
335.11,D,0.50,0.80,0.10,22.712,0.2826
335.11,D,0.50,0.80,1.10,22.379,0.1184
335.11,D,0.50,0.80,1.70,22.647,0.0235
335.99,A,4.00,2.00,0.10,22.997,0.1477
335.99,A,4.00,2.00,1.10,22.485,0.0741
335.99,A,4.00,2.00,1.70,22.489,0.1471
335.99,B,7.50,0.80,0.10,22.706,0.2841
335.99,B,7.50,0.80,1.10,22.375,0.1172
335.99,B,7.50,0.80,1.70,22.646,0.0225
335.99,C,4.00,4.50,0.10,22.654,0.3019
335.99,C,4.00,4.50,1.10,22.006,0.3976
335.99,C,4.00,4.50,1.70,21.217,0.6620
335.99,D,0.50,0.80,0.10,22.706,0.2841
335.99,D,0.50,0.80,1.10,22.375,0.1172
335.99,D,0.50,0.80,1.70,22.646,0.0225
336.88,A,4.00,2.00,0.10,22.992,0.1473
336.88,A,4.00,2.00,1.10,22.482,0.0740
336.88,A,4.00,2.00,1.70,22.485,0.1479
336.88,B,7.50,0.80,0.10,22.699,0.2853
336.88,B,7.50,0.80,1.10,22.371,0.1163
336.88,B,7.50,0.80,1.70,22.645,0.0217
336.88,C,4.00,4.50,0.10,22.651,0.3018
336.88,C,4.00,4.50,1.10,22.004,0.3978
336.88,C,4.00,4.50,1.70,21.213,0.6627
336.88,D,0.50,0.80,0.10,22.698,0.2853
336.88,D,0.50,0.80,1.10,22.371,0.1163
336.88,D,0.50,0.80,1.70,22.645,0.0217
337.77,A,4.00,2.00,0.10,22.986,0.1468
337.77,A,4.00,2.00,1.10,22.480,0.0739
337.77,A,4.00,2.00,1.70,22.480,0.1488
337.77,B,7.50,0.80,0.10,22.690,0.2864
337.77,B,7.50,0.80,1.10,22.368,0.1156
337.77,B,7.50,0.80,1.70,22.644,0.0211
337.77,C,4.00,4.50,0.10,22.648,0.3018
337.77,C,4.00,4.50,1.10,22.002,0.3979
337.77,C,4.00,4.50,1.70,21.210,0.6635
337.77,D,0.50,0.80,0.10,22.690,0.2864
337.77,D,0.50,0.80,1.10,22.368,0.1156
337.77,D,0.50,0.80,1.70,22.644,0.0211
338.65,A,4.00,2.00,0.10,22.980,0.1462
338.65,A,4.00,2.00,1.10,22.477,0.0738
338.65,A,4.00,2.00,1.70,22.476,0.1498
338.65,B,7.50,0.80,0.10,22.681,0.2873
338.65,B,7.50,0.80,1.10,22.365,0.1152
338.65,B,7.50,0.80,1.70,22.643,0.0206
338.65,C,4.00,4.50,0.10,22.645,0.3018
338.65,C,4.00,4.50,1.10,22.001,0.3979
338.65,C,4.00,4.50,1.70,21.206,0.6643
338.65,D,0.50,0.80,0.10,22.681,0.2873
338.65,D,0.50,0.80,1.10,22.365,0.1152
338.65,D,0.50,0.80,1.70,22.643,0.0206
339.54,A,4.00,2.00,0.10,22.975,0.1455
339.54,A,4.00,2.00,1.10,22.475,0.0737
339.54,A,4.00,2.00,1.70,22.472,0.1509
339.54,B,7.50,0.80,0.10,22.671,0.2879
339.54,B,7.50,0.80,1.10,22.361,0.1150
339.54,B,7.50,0.80,1.70,22.642,0.0204
339.54,C,4.00,4.50,0.10,22.641,0.3019
339.54,C,4.00,4.50,1.10,22.001,0.3979
